QUEST_UNUSED_20150717_000275	큐폴 메일레
QUEST_UNUSED_20150717_000276	쉬트리가일라
QUEST_UNUSED_20150717_000277	석화 서리를 피해
QUEST_UNUSED_20150717_000278	상자에 든 것은..?
QUEST_UNUSED_20150717_000279	몬스터가 품은 부대 인장
QUEST_UNUSED_20150717_000280	모아보겠다고 한다.
QUEST_UNUSED_20150717_000281	별로 관심 없다고 한다.
QUEST_UNUSED_20150717_000282	석화 탐지기 살펴 보기
QUEST_UNUSED_20150717_000283	연안 요새 입구의 석화 탐지기를 살펴 보세요.
QUEST_UNUSED_20150717_000284	석화 서리 피하기
QUEST_UNUSED_20150717_000285	탐지기를 살펴 보려 하자 공교롭게도 갑자기 뒤쪽에서 뭔가가 다가옵니다! 아마도 석화서리 인 듯 합니다! 석화 서리를 피해 안전한 곳으로 달리세요!
QUEST_UNUSED_20150717_000286	보물상자 열어보기
QUEST_UNUSED_20150717_000287	연안요새 한 구석에 있는 보물상자가 수상합니다. 다가가 열어 보세요.
QUEST_UNUSED_20150717_000288	석화서리를 피해 몬스터 처치하기
QUEST_UNUSED_20150717_000289	상자를 열자 미약한 석화서리가 나오면서 주변에서 몬스터들까지 달려 듭니다! 석화서리를 피해서 몬스터들을 모두 처치하세요.
QUEST_UNUSED_20150717_000290	빌헬미나 캐리어트와 대화하세요
QUEST_UNUSED_20150717_000291	루클리스의 부대 인장, 양피지 문서 구하기
QUEST_UNUSED_20150717_000292	대지의 요새에서 정보가 될 만한 물건들을 구하세요.
